seqnames	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name
chr18	12168717	12190658	21942	+	287.3381649188315	0.10082485144198064	0.27979037395148637	0.3603585427834016	0.7185790249748585	0.9883082910593282	Rmc1
chr18	15389496	15410982	21487	-	0.09341886589348744	-0.8770124986578376	3.533811540930396	-0.24817749574357162	0.8039970775614641	NA	Aqp4
chr18	12189692	12236400	46709	-	1246.9588504147418	0.293047513869372	0.16520219904318484	1.7738717496900125	0.0760843665800286	0.6686350321949586	Npc1
chr11	94653767	94660089	6323	+	173.4841987722265	-0.04525212299411118	0.19918268921051835	-0.22718903521923897	0.8202767534220863	0.9923574549225814	Mrpl27
chr18	13687013	13972787	285775	-	1.1027478977346479	0.22366376061318094	2.575067072446972	0.08685745043551164	0.9307848212791099	NA	Zfp521
chr18	12333819	12583013	249195	+	99.43384127872515	-0.6873288949185387	0.2801858371876144	-2.45311790851976	0.01416239082907018	0.36466840177529586	Lama3
chr17	35879819	35892670	12852	+	721.2149990639707	-0.05612142889856999	0.1383121068942214	-0.40575933776708817	0.6849194383887693	0.9850001652251119	Dhx16
chr18	12955852	12992950	37099	+	261.1832334973718	0.46418377370562	0.21800323904050445	2.129251729234059	0.03323343914953785	0.5081488217864767	Impact
chr18	12599896	12738863	138968	+	43.09193688251406	-1.0101549154560472	0.3722653012484363	-2.713534976449246	0.006656954038933883	0.24463094327455806	Ttc39c
chr18	38410396	38465303	54908	+	929.4848030193232	0.016066853791691545	0.1445917526666683	0.11111874291150578	0.9115221860887075	0.9986629336214587	Ndfip1
chr17	35897595	35910075	12481	-	96.34095701387125	0.22320292032045236	0.33701006541431267	0.6623034242198425	0.5077767827674375	0.9682356189507657	Atat1
chr18	38586247	38601415	15169	-	162.26310413387	-1.1124482588208489	0.25082075221575567	-4.435232128894671	9.197313086381387e-6	0.0037473640642835693	Spry4
chr17	35979851	35989462	9612	+	791.1732878913547	0.06461268291454172	0.13777661803993613	0.46896696866091603	0.6390932465456832	0.984999570847098	Gnl1
chr18	12740322	12755260	14939	+	0.8274106307395668	-0.6652804332872946	2.290963327064953	-0.2903933142132016	0.7715153579348686	NA	Cabyr
chr18	39410545	39519421	108877	-	570.9134263279745	-0.08626773178679122	0.28680200107311465	-0.30079194518869107	0.7635731509479066	0.99019409495233	Nr3c1
chr17	35910379	35916389	6011	-	901.0349416081101	-0.11984883954600617	0.23284364075544156	-0.5147181136541531	0.6067500138880706	0.9807827237329572	Mrps18b
chr5	149155108	149156209	1102	-	110.77624546631547	-0.31049157404444944	0.22108280265224306	-1.4044130539309465	0.16019588591002915	0.8090388652977156	Gm8615
chr18	38267089	38284402	17314	-	21.18115380735962	-0.8439538892712638	0.6020613129263656	-1.401773990707293	0.16098274761283288	0.8109432737020269	Pcdh12
chr18	38250255	38265461	15207	+	859.2132130883246	0.1519442102296691	0.22194136896175415	0.6846141886051571	0.49358741122289396	0.9643666576387364	Dele1
chr17	36255645	36258069	2425	-	113.09455493549501	-0.8001669517782448	0.21948858309787747	-3.6455971444374535	2.6677161383678675e-4	0.045735272686320716	Rpp21
chr17	36322858	36326155	3298	-	0	NA	NA	NA	NA	NA	H2-M10.1
chr18	37972628	37998969	26342	-	165.95611453747986	0.616055260708554	0.321940495345685	1.9135687172471485	0.055675285379795394	0.6029164709953945	Arap3
chr18	37935844	37955016	19173	-	502.28203270167245	0.19481203119661877	0.22289532835705292	0.8740067933795009	0.38211455416002	0.93521780449838	Hdac3
chr18	37843601	37935476	91876	-	1490.6895102528738	0.12345070899775651	0.21668815863286559	0.5697159908351007	0.5688703425087605	0.9774193749434972	Diaph1
chr17	36837134	36859398	22265	+	646.1301805619441	-0.06637886219244206	0.2209488953277159	-0.3004263139400972	0.7638519945408647	0.99019409495233	Trim26
chr17	36984061	36989537	5477	-	4.508442586980567	1.1453347471086783	0.9708929333404095	1.1796715248179759	0.2381308834286988	NA	H2-M5
chr17	37045966	37075067	29102	+	439.01539879219297	0.43054844171647405	0.42845184705290457	1.0048934195942691	0.31494817339398107	0.9163944749372628	Gabbr1
chr18	44334074	44355724	21651	+	0	NA	NA	NA	NA	NA	Myot
chr18	44380502	44424969	44468	+	1770.3331106649669	-0.16834204412187884	0.24056582500433718	-0.6997753904522548	0.484067585902182	0.9616121332297443	Dcp2
chr18	36744656	36757639	12984	+	1582.2964589475807	0.06167262730589449	0.17916117109491983	0.34422987374435193	0.7306734175690551	0.9894929608619422	Ik
chr18	46235351	46280993	45643	-	875.1179917902232	0.17792498543338298	0.13635848868406716	1.3048324834812624	0.1919498954682909	0.8342002550709523	Pggt1b
chr15	54571192	54602847	31656	+	59.32118454754025	-0.002231404961692193	0.3381967314022937	-0.0065979495202095235	0.9947356361404334	0.9991214363173619	Mal2
chr18	46741876	46790826	48951	+	287.52012724477504	-0.3793066477125282	0.2562742782426569	-1.4800808349302084	0.13885167549008962	0.7747127898849862	Ap3s1
chr18	46850038	46907242	57205	+	1.2497800915016652	0.5076213690010215	2.193677976899324	0.23140195340727446	0.817002547743669	NA	Lvrn
chr18	36559987	36658913	98927	+	1868.0058290083996	0.40429079523653694	0.142802539850564	2.831117679416682	0.004638565124482467	0.2059552649662039	Ankhd1
chr18	36528147	36556273	28127	+	0.9844432732484767	-0.6816819202372385	1.9030903032860464	-0.3581973588222195	0.7201956236464718	NA	Slc4a9
chr18	36504927	36515805	10879	-	330.44000959489154	1.0524442399797787	0.43184866849417336	2.4370672338751893	0.014806926010101931	0.374307200762668	Hbegf
chr18	40203896	40219429	15534	-	552.2796396274706	0.0467702239646542	0.24845162155293085	0.18824680504123875	0.8506831831741437	0.9934702313253594	Yipf5
chr18	42275353	42341542	66190	+	1682.7552215189519	-0.05110105505142098	0.2517119934558081	-0.20301398574554833	0.8391241007901689	0.9934702313253594	Rbm27
chr18	42202298	42262194	59897	-	3389.1385169246905	-0.14337184427416189	0.1752448284191063	-0.8181231113495763	0.41328689334026714	0.9446070505597626	Lars
chr18	42394539	42397249	2711	+	0.8003777956407527	-3.168591300038611	2.1788653176994486	-1.454239174078076	0.14588000761817785	NA	Pou4f3
chr18	42511487	42575793	64307	+	2156.8016618317406	0.10043782958048789	0.14561717748719785	0.6897388846128268	0.4903584080278257	0.9643666576387364	Tcerg1
chr18	42637432	43059471	422040	-	0.6603477360127544	-0.6020943134002447	2.4086282694618064	-0.249973946180902	0.8026074970621004	NA	Ppp2r2b
chr18	43320984	43438286	117303	-	34.5324660787951	-1.451775593730601	0.8718299346377677	-1.6652050314535163	0.09587185750881812	0.7004996162893621	Dpysl3
chr18	43531407	43687773	156367	-	3.6628358778979666	1.1926822766277596	0.9879160502430815	1.207270877251457	0.2273278423999818	NA	Jakmip2
chr18	43728082	43737557	9476	-	0	NA	NA	NA	NA	NA	Spink1
chr18	49696145	49755601	59457	-	57.38029399370079	-0.06256883316888616	0.34326146240364475	-0.18227747656481988	0.8553649736696338	0.9934702313253594	Dtwd2
chr18	50128201	50196269	68069	+	919.8976167745252	0.005999853123031679	0.2279264960690564	0.026323631637867426	0.9789992061191124	0.9988521357470168	Hsd17b4
chr18	52331549	52332996	1448	+	0	NA	NA	NA	NA	NA	Ftmt
chr18	69979131	70141605	162475	-	1.8380103716503453	-0.2583579207792209	1.7663725736833735	-0.14626468086541528	0.883712446546038	NA	Rab27b
chr18	70240429	70244582	4154	-	0.20186220471250177	-0.15983824190166548	3.533811540930396	-0.04523111661455003	0.9639230921517626	NA	Dynap
chr18	70568189	70626131	57943	+	456.9879302652019	-0.15281022549480625	0.19785905040839302	-0.7723186034674517	0.4399257496730529	0.9532490651738666	Mbd2
chr18	73639009	73703780	64772	-	1864.6652844286984	-0.15343705881201353	0.19701262445037723	-0.7788184094296995	0.43608669170271674	0.9513592075926242	Smad4
chr18	65800515	65817684	17170	+	131.2852011748579	-0.07082327064532078	0.19037055027263156	-0.37202850201301657	0.7098716284601931	0.9879613008863046	Sec11c
chr18	65872820	65886596	13777	+	0	NA	NA	NA	NA	NA	Grp
chr18	65928277	65939787	11511	-	0.2770453716228727	-1.9144051932243429	3.4915324529245297	-0.5482994126607144	0.5834863306260465	NA	Rax
chr18	65955722	65970237	14516	-	0	NA	NA	NA	NA	NA	Cplx4
chr18	66458533	66465565	7033	+	468.54756632296164	-0.43839560775286684	0.43858588057573755	-0.9995661674684535	0.31752050294834033	0.9165881500900636	Pmaip1
chr18	67088216	67226792	138577	+	54.462807896099775	-0.22820018553156476	0.47198943511466007	-0.4834857913210033	0.6287508460774318	0.9825535815157641	Gnal
chr18	67289186	67322472	33287	+	246.2558241013936	-0.6567141897364217	0.8543893640280354	-0.7686357267374324	0.4421095902376004	0.9532490651738666	Impa2
chr18	67343604	67367785	24182	+	11.267825542505651	-0.06705747832391921	0.6257254843899376	-0.10716756788210108	0.9146560443002556	0.9988521357470168	Cidea
chr18	67404764	67449172	44409	-	1269.5239732820091	0.12947366184224351	0.12545863151704384	1.032002822577052	0.30207079523894814	0.9124027968843591	Afg3l2
chr18	52465693	52491931	26239	+	555.0806218156333	-0.03710443213699206	0.24373927379593782	-0.15223001020367546	0.8790055250770678	0.9954924410474671	Srfbp1
chr18	52516067	52529867	13801	-	8.01788309442045	-0.744850537896426	0.6643981319085641	-1.121090656526611	0.26224927541766546	0.8869480498928026	Lox
chr18	67464866	67479835	14970	+	37.2068632608488	-0.2969196271971265	0.3771271388372815	-0.7873197036748871	0.43109473815867955	0.9487486290735668	Prelid3a
chr18	52646209	52663733	17525	+	0	NA	NA	NA	NA	NA	1700034E13Rik
chr18	67488209	67610790	122582	-	678.6073650823461	-0.15086814078344732	0.21143290515886742	-0.7135509048134553	0.47550492511577563	0.9616121332297443	Spire1
chr18	52767709	52915935	148227	+	1.069512481754339	-0.6693716113183327	1.886736363606281	-0.3547775005718898	0.722756285293972	NA	Sncaip
chr18	53245662	53390920	145259	+	103.94937043370028	-0.4572863683255263	0.30532703826044055	-1.497693656385145	0.13421286075801755	0.7699938970285144	Snx24
chr18	67641599	67654162	12564	+	305.60584771494945	-0.13110355989475037	0.21057732438503093	-0.6225910613957348	0.5335532866109746	0.9731813725675164	Psmg2
chr18	53406332	53418115	11784	-	522.7647960874082	-0.05758072815352494	0.2064980875366237	-0.27884388102777297	0.7803646372957831	0.99019409495233	Ppic
chr18	67665511	67724595	59085	-	539.5453201942092	-0.16317522946602106	0.17108811296716336	-0.9537496593777909	0.34021037665038023	0.9246983038831661	Ptpn2
chr18	67800107	67885170	85064	+	2512.7857175924205	0.12649857846729873	0.17084458565100077	0.7404307135943334	0.4590386882048925	0.9596527054489002	Cep192
chr18	67933257	68268630	335374	+	4.880189122319929	-1.6682434862275684	1.1797647730404262	-1.4140475494350127	0.15734794177258019	NA	Ldlrad4
chr18	78750380	79109391	359012	-	16.599373296385462	-0.2176921084388349	0.47224461440177196	-0.46097319439969053	0.6448178369024291	0.984999570847098	Setbp1
chr18	78146148	78596942	450795	-	0.09341886589348747	-0.8770124986578378	3.533811540930396	-0.24817749574357167	0.8039970775614641	NA	Slc14a2
chr18	82392380	82406777	14398	-	0.13237244578194382	0.5656600217414348	3.533811540930396	0.16007079471830168	0.8728253069336135	NA	Galr1
chr18	73769903	73815449	45547	-	695.1948368881483	0.33250734897888984	0.2555915104165732	1.3009326813592368	0.19328149835087877	0.8357701745079761	Me2
chr18	73928486	74065359	136874	-	301.5741109314476	-0.2605994788684929	0.23654869322333705	-1.1016737201860098	0.2706035459540956	0.8911750657594097	Mapk4
chr18	74216124	74221496	5373	+	343.0011867208737	-0.06316591981321142	0.28857560225658724	-0.21888863548848245	0.826736799382656	0.9934702313253594	Cxxc1
chr18	74267605	74282732	15128	+	617.5214849691823	0.19825922335523133	0.16197202810782227	1.2240337153971625	0.22093950906908874	0.8563724172171479	Mbd1
chr18	76241580	76310963	69384	+	1105.7514362248517	0.026461136659445526	0.20315179699106506	0.13025302779186998	0.8963662417743734	0.99821200245928	Smad2
chr18	80966376	80986771	20396	-	29.17283475179861	-1.013602296902799	0.4834427257182133	-2.0966336713350455	0.036026016216097016	0.521003686907693	Sall3
chr18	80734141	80934060	199920	-	545.8583937939327	0.32547778615890754	0.1479036279024738	2.2006071843857975	0.02776384455184132	0.47607375455231016	Atp9b
chr18	80192265	80200658	8394	-	186.27346130187473	0.04465526448506827	0.1782731333048781	0.2504879095197143	0.8022100535500071	0.9903835752188638	Rbfa
chr18	80206765	80212741	5977	+	1358.8866132560524	0.13260691160522978	0.13511113340662795	0.981465466699465	0.3263632559316949	0.9206088748568051	Gm16286
chr18	61220315	61289924	69610	+	0.8632719709554297	-2.0404616986669177	2.2574066961387	-0.9038963613234304	0.3660503587748267	NA	Pde6a
chr18	61555274	61590061	34788	+	7330.226598410527	0.05084260939939915	0.20502312170084014	0.2479847588780071	0.804146199207741	0.9903835752188638	Csnk1a1
chr18	61684887	61692538	7652	+	1.2646853503345472	2.6153129681591807	2.534626952400171	1.0318334876391193	0.3021501286800047	NA	Il17b
chr18	61696837	61707635	10799	-	390.0114070834644	-0.24208793548844856	0.18569541581197377	-1.3036828853846083	0.1923417271293035	0.83453529516381	Pcyox1l
chr18	61712424	61726325	13902	-	769.9456554142376	-0.22311567275503752	0.38298988021677244	-0.5825628411611136	0.5601876262703235	0.9755470244877953	Grpel2
chr18	62977831	62999450	21620	+	463.87775484832974	0.18493058196217338	0.24140451699378804	0.7660609845462507	0.4436400163378103	0.9541600910305366	Napg
chr18	63661094	63708801	47708	-	1473.4327495428001	-0.16414566844181733	0.14761631177505788	-1.111975136541464	0.2661488407764264	0.8884676754886041	Txnl1
chr18	64499647	64516652	17006	-	5583.367872332608	-0.2526776174736786	0.22988500738491824	-1.099147875488011	0.27170357026685177	0.8911750657594097	Nars
chr18	64452914	64490251	37338	-	367.5783789337533	0.258245472934573	0.1981611928962845	1.3032091155695453	0.19250337890635655	0.8349246424513955	Fech
chr18	64887705	65217828	330124	+	361.1217424244137	0.37998286020703764	0.25572368046195254	1.485911901160725	0.1373024252418404	0.7735326319014117	Nedd4l
chr18	56707813	56753424	45612	+	3889.2923937839646	0.1389538280667771	0.18305902976299776	0.7590656863344976	0.4478132642694539	0.9571242089037395	Lmnb1
chr18	56955833	56975368	19536	-	136.9927972279038	0.31114219939472887	0.3572476981866463	0.8709424888503289	0.3837855557323953	0.93521780449838	C330018D20Rik
chr18	57133090	57297467	164378	+	1.8906913826441298	0.3173318605915203	1.2616349704010255	0.2515243061871158	0.8014087724631269	NA	Megf10
chr18	57354741	57392956	38216	+	607.7687238692095	0.23530530107024727	0.33696013037072475	0.6983179310008087	0.4849783879498354	0.9616121332297443	Prrc1
chr18	57878678	57946821	68144	+	802.8545478156548	-0.2970248764678969	0.23805060834057928	-1.2477383634447303	0.21212688723834294	0.8526901766801521	Slc12a2
chr18	58008623	58210487	201865	-	6.753377262944629	0.018369396534074975	0.9986504887915425	0.018394219739784643	0.985324363643315	0.9988521357470168	Fbn2
chr18	58556257	58612773	56517	+	4.414145644609081	0.8874504936261534	0.8166993956764895	1.0866305256551085	0.27720012884161815	NA	Slc27a6
chr18	58659466	58680368	20903	+	696.5636999168432	0.3338604462121287	0.18060419577510015	1.848575249203363	0.06451916936206743	0.6301418690058117	Isoc1
chr18	60526185	60558766	32582	+	770.5151428443351	0.23739346585114687	0.16184805808974423	1.466767464825021	0.1424393231285599	0.7813519161292468	Dctn4
chr18	60560736	60572810	12075	+	728.7814343461167	-0.23184552183156731	0.16064916217866088	-1.4431791531768319	0.14897001046743233	0.7897748009970684	Rbm22
chr18	60747098	60778546	31449	+	8411.160098572374	-0.2784883928006223	0.19960080127095128	-1.395226827885244	0.16294744936932454	0.8134654602624672	Rps14
chr18	60803848	60812652	8805	+	11.443538271639769	-0.01013141465126664	0.6438515338910412	-0.015735637981692183	0.9874452955145256	0.9988521357470168	Cd74
chr18	60813755	60848971	35217	-	2114.964860795499	-0.07449251377692227	0.3328724901534879	-0.22378693337672237	0.8229230977896066	0.9931138316647287	Tcof1
chr18	90510154	90543267	33114	+	623.5713131744484	0.24870035582437497	0.17222634988642407	1.4440319729726736	0.1487299817828635	0.7897748009970684	Tmx3
chr18	60925618	60988152	62535	+	15.460276009767876	-0.11536954503462588	0.6529118736472057	-0.17670002597772427	0.8597440204690003	0.9934702313253594	Camk2a
chr18	61018862	61036199	17338	-	0.33256906711213474	0.5260143715690085	3.5269804738705677	0.14914014281223154	0.8814430507030104	NA	Cdx1
chr18	61045150	61085061	39912	+	32.29919405502815	-0.15879196874139428	0.39433283943368685	-0.4026851250061754	0.6871798781240983	0.9850001652251119	Pdgfrb
chr18	61100598	61132149	31552	+	333.9890175761776	0.28531392577738296	0.39258638315908684	0.726754513188925	0.46737635246452647	0.9608365556376941	Csf1r
chr18	61131277	61177050	45774	-	1542.332850493925	-0.12887389322494863	0.15017928502443081	-0.8581336181217252	0.39081868582292667	0.9353217707897535	Hmgxb3
chr19	16132831	16387463	254633	+	1133.7129159659073	0.0901398892298857	0.24689021140622036	0.36510110593884254	0.7150359353906661	0.9879613008863046	Gnaq
chr19	15904678	15947337	42660	-	3557.8675047215206	-0.3733955282076819	0.27776236231148166	-1.344298504305481	0.17885187904819755	0.8213771998090974	Psat1
chr19	14448150	14598051	149902	-	294.23751106899914	-0.33837763276268557	0.27068206826857605	-1.2500925344893576	0.2112657466089332	0.8523859185156712	Tle4
chr18	84667465	84685702	18238	-	774.7909681744029	-0.3179032306143048	0.18043702150654672	-1.7618514646273433	0.0780943967981608	0.6718026438785393	Cndp2
chr18	84946191	84951524	5334	-	305.5554787890554	0.10090571104373941	0.20853487487879674	0.48387930844846533	0.6284715258671693	0.9825535815157641	Timm21
chr18	84838704	84879871	41168	+	518.6767533901804	-0.08493025324828106	0.14623981878271286	-0.5807601100386535	0.5614021431002959	0.9755470244877953	Cyb5a
chr18	86711110	86718283	7174	+	0.1264802348616995	-0.8770124986578379	3.533811540930396	-0.2481774957435717	0.8039970775614641	NA	Cbln2
chr19	8618039	8628299	10261	+	0	NA	NA	NA	NA	NA	Slc22a6
chr19	9083636	9087958	4323	-	0	NA	NA	NA	NA	NA	Scgb1a1
chr19	9109868	9135636	25769	-	117.85400238517032	0.00577074711198863	0.25869124716332753	0.02230746952309989	0.9822026905481818	0.9988521357470168	Asrgl1
chr19	20373428	20390944	17517	-	413.910930246907	0.21651228076701814	0.3675344963968106	0.5890937664073294	0.5557983748020612	0.9746600789838507	Anxa1
chr19	9872296	9899551	27256	-	1714.8679626831208	-0.17897291357769823	0.13127737943429765	-1.3633187556678146	0.17278207349950203	0.8200018509499198	Incenp
chr19	9980598	9985098	4501	+	4094.72163340802	-0.34184147272192345	0.22653530154028892	-1.5089986876112884	0.1312991181667194	0.7661696225625796	Fth1
chr19	10001669	10038380	36712	+	64.90813678876134	0.687306546835786	0.478168973193412	1.4373716936204914	0.150612407419833	0.7921704657937785	Rab3il1
chr19	10041569	10060110	18542	+	45.61933914555175	0.818809680477296	0.46687690002460047	1.7538020845198201	0.07946442577149869	0.6718026438785393	Fads3
chr19	10062765	10101746	38982	-	330.9179531314694	0.7506311425880912	0.18403451676223842	4.0787519417233105	4.5278116721526835e-5	0.013345484062623644	Fads2
chr19	10570478	10577362	6885	-	169.05982206289633	-0.3142259103481888	0.23990048668415284	-1.3098177277226244	0.19025750448303097	0.8316182794360547	Tmem138
chr19	10533865	10556238	22374	-	59.38261922155882	-0.11492840257007732	0.28513780361578944	-0.40306266343041014	0.6869021264920065	0.9850001652251119	Tmem216
chr19	10500534	10526142	25609	-	388.77509585949576	-0.07200724561779137	0.18802476081515423	-0.38296682471826765	0.7017443623337514	0.9869244099588603	Sdhaf2
chr19	10717116	10739002	21887	-	0.4389784727456478	2.1877412120434703	3.465027449122561	0.6313777435146916	0.5277935649306333	NA	Cd5
chr19	10789341	10830058	40718	-	0	NA	NA	NA	NA	NA	Cd6
chr19	11321039	11336146	15108	-	0.13237244578194374	0.5656600217414348	3.533811540930396	0.16007079471830168	0.8728253069336135	NA	Ms4a7
chr19	11249675	11266241	16567	-	0.4926679311708524	1.305268214281993	3.4748891979746985	0.3756287294117908	0.7071929293351047	NA	Ms4a1
chr19	11404770	11427246	22477	+	0	NA	NA	NA	NA	NA	Ms4a4c
chr19	11516512	11531256	14745	+	0	NA	NA	NA	NA	NA	Ms4a6b
chr19	11536801	11558467	21667	+	0.10423532504036497	0.565660021741436	3.533811540930396	0.16007079471830205	0.8728253069336132	NA	Ms4a4d
chr19	11586604	11604849	18246	-	0	NA	NA	NA	NA	NA	Ms4a6d
chr19	11615523	11623719	8197	-	0.10423532504036495	0.565660021741436	3.533811540930396	0.16007079471830205	0.8728253069336132	NA	Ms4a2
chr19	11629496	11640851	11356	-	0	NA	NA	NA	NA	NA	Ms4a3
chr19	11747554	11763447	15894	+	0	NA	NA	NA	NA	NA	Cblif
chr19	11770391	11774960	4570	+	376.3111449085071	-0.2558499746307967	0.19878617631823384	-1.28706119997605	0.19807295777599096	0.8395636726756228	Mrpl16
chr19	11965941	11994112	28172	+	1033.6065518507114	0.054338137204387946	0.1478393060885278	0.36754864888130406	0.7132098106123945	0.9879613008863046	Osbp
chr19	12545740	12589768	44029	+	3.7680333305961016	-0.7795727239177331	1.2138757358806507	-0.6422178983190264	0.5207317133475864	NA	Fam111a
chr19	12695786	12719902	24117	+	0	NA	NA	NA	NA	NA	Keg1
chr19	12763660	12796126	32467	-	1588.283752253294	0.023113732060758885	0.17772895603253694	0.13005045759975906	0.8965265062401534	0.99821200245928	Zfp91
chr19	12796193	12833807	37615	+	2.3204515591394843	-1.9156411542448364	1.423497290572215	-1.3457286971545905	0.17839002797029627	NA	Lpxn
chr19	16435762	16610820	175059	+	0.5894474340117255	-0.2622295107599179	2.49059924264754	-0.10528771801968609	0.9161475084062081	NA	Gna14
chr19	17394043	17401349	7307	+	402.23402033223635	-0.2117020440997451	0.23671457479172145	-0.8943346402984093	0.37114287120499956	0.9335156289191744	Rfk
chr19	17432319	17837632	405314	-	13.327434782288394	-0.4484583898679164	0.6660686775446392	-0.6732915163059312	0.5007618489558552	0.966809648291661	Pcsk5
chr19	18516137	18631823	115687	-	528.5167783280921	0.3996698845036653	0.14472465180649022	2.761588157337975	0.0057520985350518125	0.23323442370007913	Ostf1
chr19	18670764	18707200	36437	+	295.1205527565882	-0.30903510301787396	0.42259593137813917	-0.7312779893788166	0.4646093719258958	0.9604569174224913	Carnmt1
chr19	18749983	18892511	142529	+	6.781943513317705	-0.9707250685824081	0.8840017185393799	-1.098103146435416	0.2721594515816478	0.8911750657594097	Trpm6
chr19	11139664	11165320	25657	-	0	NA	NA	NA	NA	NA	1700025F22Rik
chr19	11096816	11130876	34061	-	0	NA	NA	NA	NA	NA	1700017D01Rik
chr19	11067471	11081102	13632	-	0	NA	NA	NA	NA	NA	Ms4a8a
chr19	10962293	10974670	12378	-	0.9788221055714441	-2.6629426951735544	2.210286050347444	-1.2047955036204276	0.22828225622937556	NA	Ms4a10
chr19	10941481	10949266	7786	-	503.39056360013393	-0.28946635809293225	0.2249170340038173	-1.2869917095208512	0.19809717779463124	0.8395636726756228	Ccdc86
chr19	10914287	10920632	6346	-	0.11292030248820796	0.565660021741436	3.533811540930396	0.16007079471830205	0.8728253069336132	NA	Zp1
chr19	10895231	10909559	14329	+	1502.5156187145008	-0.32811654059368023	0.15662008176966058	-2.094983841703247	0.03617242889001521	0.5219756848056049	Prpf19
chr19	10857822	10869940	12119	-	228.67100378915364	0.3462360020188981	0.2909476069120691	1.1900286986156183	0.23403511250630993	0.8723178122823895	Tmem132a
chr19	10839727	10859362	19636	+	2.600965849253127	0.2552416119517961	1.0956537280643046	0.23295828363832832	0.8157937994185587	NA	Slc15a3
chr19	10668956	10678071	9116	-	1.4410647478488015	1.3943324972906752	1.8038088100003569	0.7729935066069443	0.4395262235575495	NA	Pga5
chr19	10605327	10629819	24493	+	25781.024598784756	-0.14826340371759797	0.10783290832608411	-1.374936520020892	0.16915112591232814	0.8167771896763024	Ddb1
chr19	10199132	10204169	5038	-	473.48089784090496	-0.03219129200079464	0.2890995035158378	-0.11135021544245266	0.9113386367879953	0.9986629336214587	Fen1
chr19	10389090	10453180	64091	+	151.436096939095	-0.39231694409502377	1.0699089495499867	-0.366682552062057	0.7138558228137084	0.9879613008863046	Syt7
chr19	20692953	20727562	34610	-	0	NA	NA	NA	NA	NA	Aldh1a7
chr19	20783458	20954202	170745	-	0.6413800456534545	1.783235478824158	3.4505288347089116	0.5168006309312853	0.6052953395673202	NA	Tmc1
chr19	21272278	21286840	14563	+	931.3381110405151	-0.09077724250314524	0.2014162334153361	-0.4506947675660056	0.652209554039779	0.9850001652251119	Zfand5
chr19	21778342	21858360	80019	+	4896.885820744997	-0.2157909517066208	0.2236243021351547	-0.964970934045444	0.3345593703220809	0.9226549032298432	Cemip2
chr19	7673061	7711310	38250	-	0.09341886589348745	-0.8770124986578376	3.533811540930396	-0.24817749574357162	0.8039970775614641	NA	Slc22a19
chr19	7425901	7483281	57381	-	1243.6487332250738	-0.16172642789072686	0.13367843884062508	-1.209816850745402	0.22634917876396726	0.8638470263965119	Rtn3
chr19	7494040	7539674	45635	+	767.1215088111932	0.13614533110900306	0.19542850663867195	0.6966503170426531	0.48602165832776123	0.9616121332297443	Atl3
chr19	7668287	7668790	504	+	0	NA	NA	NA	NA	NA	Gm16437
chr19	7225668	7241183	15516	-	661.7215879708467	0.19930088367619933	0.2530809193512706	0.7874986553197012	0.4309900152740321	0.9487486290735668	Naa40
chr19	33555160	33761951	206792	-	14.743085289524172	-0.5335760103127882	0.49184938114106713	-1.0848361932974628	0.27799421224163534	0.8973487785988408	Lipo3
chr19	7198202	7206316	8115	-	669.6559560343708	0.015937768439624245	0.17575006336690308	0.09068428274959937	0.9277434597166632	0.9988521357470168	Otub1
chr19	33961187	33976810	15624	+	0	NA	NA	NA	NA	NA	Lipf
chr19	6306456	6325652	19197	+	892.0733466520887	-0.05055482337793912	0.2050897032326236	-0.24650103140769172	0.8052944061204139	0.9903835752188638	Cdc42bpg
chr19	34067358	34084918	17561	+	0	NA	NA	NA	NA	NA	Lipn
chr19	34008290	34047835	39546	+	0	NA	NA	NA	NA	NA	Lipk
chr19	6276725	6300096	23372	+	2551.329992733758	-0.09428901120037449	0.14609085690810697	-0.6454134994887701	0.5186592575062947	0.9694685056416864	Ehd1
chr19	6241668	6262335	20668	+	410.63225742688513	-0.17011405717017436	0.355478007794961	-0.4785501590531468	0.6322586827145589	0.9831382735154602	Atg2a
chr19	34121469	34166053	44585	-	1.1138173694814089	-1.884754263668103	2.648121525003305	-0.7117325416799936	0.47663041251533395	NA	Ankrd22
chr19	34192229	34240333	48105	+	27.209430047718556	-0.19150391464899352	0.43282893440359127	-0.44244711808112563	0.6581656892948733	0.9850001652251119	Stambpl1
chr19	6227765	6235872	8108	-	160.88210337919824	0.35891816044370545	0.17715731653667235	2.0259855334250774	0.04276626713834889	0.5554473979921387	Ppp2r5b
chr19	34290666	34327772	37107	+	0.6265918733846751	-2.7062572685574153	2.7969437152194163	-0.9675765922036487	0.3332558723076378	NA	Fas
chr19	28990352	29026681	36330	+	777.9438851698992	-0.1441357986709199	0.24732854192749223	-0.5827705834014714	0.5600477502474267	0.9755470244877953	Cdc37l1
chr19	34492318	34527474	35157	-	11.137130101247946	-0.1357541557212982	0.6666967183315323	-0.20362205480932172	0.8386488569637307	0.9934702313253594	Lipa
chr19	29020833	29047961	27129	-	128.65588579810526	0.6541312339240792	0.3483050728611263	1.8780410763207283	0.06037554605231661	0.615761844462653	Ak3
chr19	6226380	6227768	1389	+	0.09341886589348744	-0.8770124986578376	3.533811540930396	-0.24817749574357162	0.8039970775614641	NA	Gpha2
